phish_id,url,phish_detail_url,submission_time,verified,verification_time,online,target
9420529,http://allegro.8774328930g43.cyou,http://www.phishtank.com/phish_detail.php?phish_id=9420529,2026-05-10T02:09:11+00:00,yes,2026-05-10T02:12:34+00:00,yes,Allegro
9420530,https://allegro.8774328930g43.cyou/,http://www.phishtank.com/phish_detail.php?phish_id=9420530,2026-05-10T02:09:11+00:00,yes,2026-05-10T02:12:34+00:00,yes,Allegro
9420518,https://allegrolokalnie.178c.click,http://www.phishtank.com/phish_detail.php?phish_id=9420518,2026-05-10T00:53:20+00:00,yes,2026-05-10T01:03:31+00:00,yes,Allegro
9420517,https://www.lazarospizzaandgrill.com/,http://www.phishtank.com/phish_detail.php?phish_id=9420517,2026-05-10T00:53:10+00:00,yes,2026-05-10T01:03:31+00:00,yes,Rakuten
9420516,https://www.perpetualmotioninc.com/,http://www.phishtank.com/phish_detail.php?phish_id=9420516,2026-05-10T00:53:09+00:00,yes,2026-05-10T01:03:31+00:00,yes,Rakuten
9420515,https://mystical-garden.com/verify-update/,http://www.phishtank.com/phish_detail.php?phish_id=9420515,2026-05-10T00:52:15+00:00,yes,2026-05-10T01:03:31+00:00,yes,Apple
9420514,https://nc-estates.com/uf/fgf/sd/e/dsf/rt/gfg104/,http://www.phishtank.com/phish_detail.php?phish_id=9420514,2026-05-10T00:50:50+00:00,yes,2026-05-10T01:03:31+00:00,yes,Apple
9420512,https://center-1.com/mmjfhy,http://www.phishtank.com/phish_detail.php?phish_id=9420512,2026-05-10T00:50:27+00:00,yes,2026-05-10T01:03:31+00:00,yes,Apple
9420513,https://center-1.com/mmjfhy/,http://www.phishtank.com/phish_detail.php?phish_id=9420513,2026-05-10T00:50:27+00:00,yes,2026-05-10T01:03:31+00:00,yes,Apple
9420508,https://allegro-lokalnie.smar923801039.lat,http://www.phishtank.com/phish_detail.php?phish_id=9420508,2026-05-09T23:51:26+00:00,yes,2026-05-10T00:03:48+00:00,yes,Allegro
9420507,http://allegro.871288igiru7.shop/,http://www.phishtank.com/phish_detail.php?phish_id=9420507,2026-05-09T23:39:58+00:00,yes,2026-05-09T23:52:31+00:00,yes,Allegro
9420506,http://allegro-lokalnie.871288igiru7.shop/,http://www.phishtank.com/phish_detail.php?phish_id=9420506,2026-05-09T23:39:30+00:00,yes,2026-05-09T23:52:31+00:00,yes,Allegro
9420505,http://allegro.932890po-20d9.shop/,http://www.phishtank.com/phish_detail.php?phish_id=9420505,2026-05-09T23:39:27+00:00,yes,2026-05-09T23:52:31+00:00,yes,Allegro
9420503,http://allegrolokalnie.oferta29442659.shop/oferta/apple-watch-ultra-2-49-mm-titanium?id=9i7v4m2f2w0v9r8q6m4x9k8a5d1m5o8h,http://www.phishtank.com/phish_detail.php?phish_id=9420503,2026-05-09T23:37:14+00:00,yes,2026-05-09T23:42:17+00:00,yes,Allegro
9420504,https://allegrolokalnie.oferta29442659.shop/oferta/apple-watch-ultra-2-49-mm-titanium?id=9i7v4m2f2w0v9r8q6m4x9k8a5d1m5o8h,http://www.phishtank.com/phish_detail.php?phish_id=9420504,2026-05-09T23:37:14+00:00,yes,2026-05-09T23:42:17+00:00,yes,Allegro
9420502,http://allegro.9723781284750.click/,http://www.phishtank.com/phish_detail.php?phish_id=9420502,2026-05-09T23:36:43+00:00,yes,2026-05-09T23:42:17+00:00,yes,Allegro
9420500,https://allegro-lokalnie.po823902-12.lat/,http://www.phishtank.com/phish_detail.php?phish_id=9420500,2026-05-09T23:36:31+00:00,yes,2026-05-09T23:42:17+00:00,yes,Allegro
9420501,https://allegro.293743038596.click/,http://www.phishtank.com/phish_detail.php?phish_id=9420501,2026-05-09T23:36:31+00:00,yes,2026-05-09T23:42:17+00:00,yes,Allegro
9420496,http://allegro.9723781284750.click,http://www.phishtank.com/phish_detail.php?phish_id=9420496,2026-05-09T23:04:14+00:00,yes,2026-05-09T23:12:35+00:00,yes,Allegro
9420495,http://allegro.pl-web342857.click,http://www.phishtank.com/phish_detail.php?phish_id=9420495,2026-05-09T23:03:56+00:00,yes,2026-05-09T23:12:35+00:00,yes,Allegro
9420494,http://allegrolokalnie.pl-5784217539010593.shop,http://www.phishtank.com/phish_detail.php?phish_id=9420494,2026-05-09T23:02:39+00:00,yes,2026-05-09T23:12:35+00:00,yes,Allegro
9420493,https://allegro-lokalnie.871288igiru7.shop/,http://www.phishtank.com/phish_detail.php?phish_id=9420493,2026-05-09T23:02:37+00:00,yes,2026-05-09T23:12:35+00:00,yes,Allegro
9420492,http://allegro-lokalnie.871288igiru7.shop,http://www.phishtank.com/phish_detail.php?phish_id=9420492,2026-05-09T23:02:36+00:00,yes,2026-05-09T23:12:35+00:00,yes,Allegro
9420490,http://allegro.871288igiru7.shop,http://www.phishtank.com/phish_detail.php?phish_id=9420490,2026-05-09T23:02:31+00:00,yes,2026-05-09T23:12:35+00:00,yes,Allegro
9420491,https://allegro.871288igiru7.shop/,http://www.phishtank.com/phish_detail.php?phish_id=9420491,2026-05-09T23:02:31+00:00,yes,2026-05-09T23:12:35+00:00,yes,Allegro
9420489,http://allegrolokalnie.oferta5262616pl.click,http://www.phishtank.com/phish_detail.php?phish_id=9420489,2026-05-09T23:00:21+00:00,yes,2026-05-09T23:03:06+00:00,yes,Allegro
9420488,https://allegrolokalnie.pl-7464234.click,http://www.phishtank.com/phish_detail.php?phish_id=9420488,2026-05-09T22:56:27+00:00,yes,2026-05-09T23:03:06+00:00,yes,Allegro
9420487,http://allegrolokalnie.aukcja2119658.cfd,http://www.phishtank.com/phish_detail.php?phish_id=9420487,2026-05-09T22:56:21+00:00,yes,2026-05-09T23:32:38+00:00,yes,Allegro
9420486,https://allegro.293743038596.click,http://www.phishtank.com/phish_detail.php?phish_id=9420486,2026-05-09T22:56:20+00:00,yes,2026-05-09T23:03:06+00:00,yes,Allegro
9420485,https://manishubmainstem.wasmer.app/,http://www.phishtank.com/phish_detail.php?phish_id=9420485,2026-05-09T22:55:01+00:00,yes,2026-05-09T23:03:06+00:00,yes,"Navy Federal Credit Union"
9420484,https://netflixbymanoj.vercel.app/,http://www.phishtank.com/phish_detail.php?phish_id=9420484,2026-05-09T22:48:53+00:00,yes,2026-05-09T22:52:17+00:00,yes,Netflix
9420483,https://ipfs.io/ipfs/bafkreibyljmt5scyuoccu3ucintoqyfi33tvk6gvwng4pniq3pnoahrva4,http://www.phishtank.com/phish_detail.php?phish_id=9420483,2026-05-09T22:45:21+00:00,yes,2026-05-09T22:52:17+00:00,yes,Microsoft
9420482,https://bafkreibyljmt5scyuoccu3ucintoqyfi33tvk6gvwng4pniq3pnoahrva4.ipfs.dweb.link/,http://www.phishtank.com/phish_detail.php?phish_id=9420482,2026-05-09T22:44:57+00:00,yes,2026-05-09T22:52:17+00:00,yes,Microsoft
9420478,http://allegro.932890po-20d9.shop,http://www.phishtank.com/phish_detail.php?phish_id=9420478,2026-05-09T22:06:40+00:00,yes,2026-05-09T22:12:27+00:00,yes,Allegro
9420479,https://allegro.932890po-20d9.shop/,http://www.phishtank.com/phish_detail.php?phish_id=9420479,2026-05-09T22:06:40+00:00,yes,2026-05-09T22:12:27+00:00,yes,Allegro
9420477,http://allegrolokalnie.oferta62828443.click/oferta/amd-ryzen-7-5800x3d,http://www.phishtank.com/phish_detail.php?phish_id=9420477,2026-05-09T21:54:50+00:00,yes,2026-05-09T22:12:27+00:00,yes,Allegro
9420476,https://allegro-lokalnie.po823902-12.lat,http://www.phishtank.com/phish_detail.php?phish_id=9420476,2026-05-09T21:50:11+00:00,yes,2026-05-09T21:52:28+00:00,yes,Allegro
9420474,http://allegro.po823902-12.lat,http://www.phishtank.com/phish_detail.php?phish_id=9420474,2026-05-09T21:28:44+00:00,yes,2026-05-09T21:32:15+00:00,yes,Allegro
9420475,https://allegro.po823902-12.lat/,http://www.phishtank.com/phish_detail.php?phish_id=9420475,2026-05-09T21:28:44+00:00,yes,2026-05-09T21:32:15+00:00,yes,Allegro
9420470,http://allegrolokalnie.pl55927954.lat/oferta/kukurin-g4-2025r-264km-przebiegu--custom,http://www.phishtank.com/phish_detail.php?phish_id=9420470,2026-05-09T20:53:47+00:00,yes,2026-05-09T21:02:55+00:00,yes,Allegro
9420467,http://allegrolokalnie.56307526.online,http://www.phishtank.com/phish_detail.php?phish_id=9420467,2026-05-09T20:10:41+00:00,yes,2026-05-09T20:22:05+00:00,yes,Allegro
9420466,https://m3tamsklogn.gitbook.io/us,http://www.phishtank.com/phish_detail.php?phish_id=9420466,2026-05-09T19:32:54+00:00,yes,2026-05-09T19:42:31+00:00,yes,Other
9420465,http://m3tamsklogn.gitbook.io,http://www.phishtank.com/phish_detail.php?phish_id=9420465,2026-05-09T19:32:53+00:00,yes,2026-05-09T19:42:31+00:00,yes,Other
9420444,https://shopistepone.com/,http://www.phishtank.com/phish_detail.php?phish_id=9420444,2026-05-09T19:05:32+00:00,yes,2026-05-09T19:12:27+00:00,yes,Other
9420443,https://shopistepone.com/index.php,http://www.phishtank.com/phish_detail.php?phish_id=9420443,2026-05-09T19:05:23+00:00,yes,2026-05-09T19:12:27+00:00,yes,Other
9420441,https://carloseletro.site.cineuai.xyz/,http://www.phishtank.com/phish_detail.php?phish_id=9420441,2026-05-09T18:58:40+00:00,yes,2026-05-09T19:02:49+00:00,yes,Other
9420436,http://allegro-lokalnie.49239otihy6we9.lat,http://www.phishtank.com/phish_detail.php?phish_id=9420436,2026-05-09T18:55:20+00:00,yes,2026-05-09T19:02:49+00:00,yes,Allegro
9420437,https://allegro-lokalnie.49239otihy6we9.lat/,http://www.phishtank.com/phish_detail.php?phish_id=9420437,2026-05-09T18:55:20+00:00,yes,2026-05-09T19:02:49+00:00,yes,Allegro
9420435,https://allegrolokalnie.2830253c2x.click,http://www.phishtank.com/phish_detail.php?phish_id=9420435,2026-05-09T18:55:16+00:00,yes,2026-05-09T19:02:49+00:00,yes,Allegro
9420433,http://allegro.po83920-3.lat,http://www.phishtank.com/phish_detail.php?phish_id=9420433,2026-05-09T18:51:11+00:00,yes,2026-05-09T19:02:49+00:00,yes,Allegro
9420434,https://allegro.po83920-3.lat/,http://www.phishtank.com/phish_detail.php?phish_id=9420434,2026-05-09T18:51:11+00:00,yes,2026-05-09T19:02:49+00:00,yes,Allegro
9420430,https://storage.googleapis.com/saveyourcloudnow/lis,http://www.phishtank.com/phish_detail.php?phish_id=9420430,2026-05-09T18:13:55+00:00,yes,2026-05-09T18:22:26+00:00,yes,Other
9420428,https://allegrolokalnie.oferta-1982.top/depilator-philips-lumea-9900-b/39870,http://www.phishtank.com/phish_detail.php?phish_id=9420428,2026-05-09T18:07:58+00:00,yes,2026-05-09T18:12:21+00:00,yes,Allegro
9420427,https://allegro.938327382939129gfog.sbs/,http://www.phishtank.com/phish_detail.php?phish_id=9420427,2026-05-09T18:03:23+00:00,yes,2026-05-09T18:12:21+00:00,yes,Allegro
9420426,http://allegro.938327382939129gfog.sbs,http://www.phishtank.com/phish_detail.php?phish_id=9420426,2026-05-09T18:03:21+00:00,yes,2026-05-09T18:12:21+00:00,yes,Allegro
9420424,https://allegro.oferta65422643.shop,http://www.phishtank.com/phish_detail.php?phish_id=9420424,2026-05-09T17:40:10+00:00,yes,2026-05-09T17:52:24+00:00,yes,Allegro
9420423,https://storage.googleapis.com/ilovedeuchlandgermanycloud/lis,http://www.phishtank.com/phish_detail.php?phish_id=9420423,2026-05-09T17:38:08+00:00,yes,2026-05-09T17:42:18+00:00,yes,Other
9420386,https://yensabai.com/mehrib.php,http://www.phishtank.com/phish_detail.php?phish_id=9420386,2026-05-09T17:09:49+00:00,yes,2026-05-09T17:22:32+00:00,yes,Other
9420385,https://xht.dbh.mybluehost.me/wp-content/time/metas/main.html,http://www.phishtank.com/phish_detail.php?phish_id=9420385,2026-05-09T17:08:41+00:00,yes,2026-05-09T17:22:32+00:00,yes,Other
9420378,https://vps140325.inmotionhosting.com/sa.php,http://www.phishtank.com/phish_detail.php?phish_id=9420378,2026-05-09T16:54:06+00:00,yes,2026-05-09T17:03:26+00:00,yes,"Das kann Bank"
9420377,https://kjf.tpf.mybluehost.me/dkb/dkb/dkb/dkb/,http://www.phishtank.com/phish_detail.php?phish_id=9420377,2026-05-09T16:53:17+00:00,yes,2026-05-09T17:12:15+00:00,yes,"Das kann Bank"
9420373,https://030-zulassungsdienst-berlin.de/msk/,http://www.phishtank.com/phish_detail.php?phish_id=9420373,2026-05-09T16:40:56+00:00,yes,2026-05-09T16:52:15+00:00,yes,Other
9420372,https://030-zulassungsdienst-berlin.de/msk/x.php,http://www.phishtank.com/phish_detail.php?phish_id=9420372,2026-05-09T16:38:17+00:00,yes,2026-05-09T16:42:16+00:00,yes,Other
9420371,https://allegro-lokalnie.3489893g45o.lat/,http://www.phishtank.com/phish_detail.php?phish_id=9420371,2026-05-09T16:36:34+00:00,yes,2026-05-09T16:42:16+00:00,yes,Allegro
9420370,http://allegro-lokalnie.3489893g45o.lat,http://www.phishtank.com/phish_detail.php?phish_id=9420370,2026-05-09T16:36:19+00:00,yes,2026-05-09T16:42:16+00:00,yes,Allegro
9420369,https://allegro-lokalnie.pl-589198541.lol,http://www.phishtank.com/phish_detail.php?phish_id=9420369,2026-05-09T16:18:28+00:00,yes,2026-05-09T16:22:23+00:00,yes,Allegro
9420368,https://allegrolokalnie.pls3lkjsess11xk.sbs/oferta/lo/-467369591?id=26381b51-a37e-4651-984c-31fcf08747b8,http://www.phishtank.com/phish_detail.php?phish_id=9420368,2026-05-09T16:18:23+00:00,yes,2026-05-09T16:22:23+00:00,yes,Allegro
9420363,https://shopisstores883.com/,http://www.phishtank.com/phish_detail.php?phish_id=9420363,2026-05-09T15:54:03+00:00,yes,2026-05-09T16:03:20+00:00,yes,Other
9420360,https://allegro-lokalnie.oio892383292.lat/,http://www.phishtank.com/phish_detail.php?phish_id=9420360,2026-05-09T15:20:57+00:00,yes,2026-05-09T15:32:35+00:00,yes,Allegro
9420357,http://allegro-lokalnie.prywatne851821290g8b7.sbs/,http://www.phishtank.com/phish_detail.php?phish_id=9420357,2026-05-09T15:20:56+00:00,yes,2026-05-09T15:32:35+00:00,yes,Allegro
9420358,https://allegro-lokalnie.prywatne851821290g8b7.sbs/,http://www.phishtank.com/phish_detail.php?phish_id=9420358,2026-05-09T15:20:56+00:00,yes,2026-05-09T15:32:35+00:00,yes,Allegro
9420359,http://allegro-lokalnie.oio892383292.lat/,http://www.phishtank.com/phish_detail.php?phish_id=9420359,2026-05-09T15:20:56+00:00,yes,2026-05-09T15:32:35+00:00,yes,Allegro
9420355,http://allegro-lokalnie.5390490582394823.cfd/,http://www.phishtank.com/phish_detail.php?phish_id=9420355,2026-05-09T15:20:43+00:00,yes,2026-05-09T15:32:35+00:00,yes,Allegro
9420356,https://allegro-lokalnie.5390490582394823.cfd/,http://www.phishtank.com/phish_detail.php?phish_id=9420356,2026-05-09T15:20:43+00:00,yes,2026-05-09T15:32:35+00:00,yes,Allegro
